CST 2026-07-17 20:03:48.932     0     0 I I00000/HiLog: ========Zeroth log of type: init
CST 2026-07-17 20:06:46.442  5639  5639 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.442  5640  5640 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5640 2000 2000] failed
CST 2026-07-17 20:06:46.442  5640  5640 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5640 2000 2000] failed
CST 2026-07-17 20:06:46.442  5640  5640 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.623   142  1110 I C01800/SAMGR: NF SA:65962,830_298
CST 2026-07-17 20:06:46.640  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
CST 2026-07-17 20:06:46.640  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
CST 2026-07-17 20:06:46.671  5642  5642 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5642 2000 2000] failed
CST 2026-07-17 20:06:46.671  5642  5642 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5642 2000 2000] failed
CST 2026-07-17 20:06:46.671  5642  5642 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.678  5644  5644 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5644 2000 2000] failed
CST 2026-07-17 20:06:46.678  5644  5644 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5644 2000 2000] failed
CST 2026-07-17 20:06:46.678  5644  5644 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.685  5645  5645 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5645 2000 2000] failed
CST 2026-07-17 20:06:46.685  5645  5645 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5645 2000 2000] failed
CST 2026-07-17 20:06:46.685  5645  5645 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:46.821   164   552 E C02510/devsvc_manager_stub: StubGetService service ril_ext not found
CST 2026-07-17 20:06:46.821   163   761 E C02510/hdi_servmgr_client: get hdi service ril_ext failed, -1
CST 2026-07-17 20:06:46.822   163   761 I C02d19/CHR_SERVICE: RilRadioRadarTunnel, ConnectRilAdapterService chrRadio_ is nullptr!
CST 2026-07-17 20:06:46.822   164   552 E C02510/devsvc_manager_stub: StubGetService service hmi_service not found
CST 2026-07-17 20:06:46.822   163   761 E C02510/hdi_servmgr_client: get hdi service hmi_service failed, -1
CST 2026-07-17 20:06:46.822   163   761 E C02510/hmi_interface_proxy: Get:get remote object failed!
CST 2026-07-17 20:06:46.822   163   761 I C02d19/CHR_SERVICE: [HmiClient][chr_client]GetService: hmiInterface is nullptr.
CST 2026-07-17 20:06:46.822   163   761 I C02d19/CHR_SERVICE: [HmiClient][chr_client]TryGetServiceDelayed: retryCount=42, delayed=4000.
CST 2026-07-17 20:06:46.823   142  1110 I C01800/SAMGR: NF SA:65962,830_299
CST 2026-07-17 20:06:46.829   164   552 E C02510/devsvc_manager_stub: StubGetService service hmi_service not found
CST 2026-07-17 20:06:46.829   163   769 E C02510/hdi_servmgr_client: get hdi service hmi_service failed, -1
CST 2026-07-17 20:06:46.829   163   769 E C02510/hmi_interface_proxy: Get:get remote object failed!
CST 2026-07-17 20:06:46.829   163   769 I C02d19/CHR_SERVICE: [HmiClient][modem_log_client]GetService: hmiInterface is nullptr.
CST 2026-07-17 20:06:46.829   163   769 I C02d19/CHR_SERVICE: [HmiClient][modem_log_client]TryGetServiceDelayed: retryCount=42, delayed=4000.
CST 2026-07-17 20:06:46.854   643   714 I C02986/DisplayPowerBrightness: lux=[0/184689, 0/184834, 0/184980, 0/185125, 0/185271, 0/185416, ], bDelta=5.000000, dDelta=1.000000, size=70
CST 2026-07-17 20:06:47.023   142  1110 I C01800/SAMGR: NF SA:65962,830_300
CST 2026-07-17 20:06:47.064  2522  2522 I C02500/Qemud: Guest heartbeat success.
CST 2026-07-17 20:06:47.075  5648  5648 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5648 2000 2000] failed
CST 2026-07-17 20:06:47.075  5648  5648 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5648 2000 2000] failed
CST 2026-07-17 20:06:47.075  5648  5648 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.082  5648  5648 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5648 2000 2000] failed
CST 2026-07-17 20:06:47.082  5648  5648 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5648 2000 2000] failed
CST 2026-07-17 20:06:47.082  5648  5648 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.224   142  1110 I C01800/SAMGR: NF SA:65962,830_301
CST 2026-07-17 20:06:47.224   830   861 E C01810/SA_CLIENT: GetSaWrap SA:65962 not start
CST 2026-07-17 20:06:47.224   830   861 I C01409/APS_MANAGER: request system service object is not ready yet!
CST 2026-07-17 20:06:47.348  2205  2205 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
CST 2026-07-17 20:06:47.378   469  1523 E C01707/CONCUR: [Interface] task 1523 apply qos failed, errno = 4
CST 2026-07-17 20:06:47.379   469  1523 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
CST 2026-07-17 20:06:47.379   728  1154 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
CST 2026-07-17 20:06:47.379   728  1154 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
CST 2026-07-17 20:06:47.379   469  1523 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
CST 2026-07-17 20:06:47.379   469  1523 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
CST 2026-07-17 20:06:47.379   469  1523 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x20087fab,ret:1001,uri:******icIconInfo
CST 2026-07-17 20:06:47.379   469  1523 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x20087fab, uri:******icIconInfo
CST 2026-07-17 20:06:47.379  2205  2205 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
CST 2026-07-17 20:06:47.418  5651  5651 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5651 2000 2000] failed
CST 2026-07-17 20:06:47.418  5651  5651 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5651 2000 2000] failed
CST 2026-07-17 20:06:47.418  5651  5651 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.425  5653  5653 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5653 2000 2000] failed
CST 2026-07-17 20:06:47.425  5653  5653 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5653 2000 2000] failed
CST 2026-07-17 20:06:47.425  5653  5653 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.425  5655  5655 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5655 2000 2000] failed
CST 2026-07-17 20:06:47.425  5655  5655 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5655 2000 2000] failed
CST 2026-07-17 20:06:47.425  5655  5655 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.429  5654  5654 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5654 2000 2000] failed
CST 2026-07-17 20:06:47.429  5654  5654 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5654 2000 2000] failed
CST 2026-07-17 20:06:47.429  5654  5654 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.436  5657  5657 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5657 2000 2000] failed
CST 2026-07-17 20:06:47.436  5657  5657 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5657 2000 2000] failed
CST 2026-07-17 20:06:47.436  5657  5657 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.440  5656  5656 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5656 2000 2000] failed
CST 2026-07-17 20:06:47.440  5656  5656 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5656 2000 2000] failed
CST 2026-07-17 20:06:47.440  5656  5656 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.640  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
CST 2026-07-17 20:06:47.640  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
CST 2026-07-17 20:06:47.655   165   165 E C02c11/APPSPAWN: [appspawn_kickdog.c:29]open /sys/kernel/hungtask/userlist fail,errno:2
CST 2026-07-17 20:06:47.672  5659  5659 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5659 2000 2000] failed
CST 2026-07-17 20:06:47.672  5659  5659 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5659 2000 2000] failed
CST 2026-07-17 20:06:47.672  5659  5659 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.678  1515  1515 E C02c11/APPSPAWN: [appspawn_kickdog.c:29]open /sys/kernel/hungtask/userlist fail,errno:2
CST 2026-07-17 20:06:47.679  5661  5661 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5661 2000 2000] failed
CST 2026-07-17 20:06:47.679  5661  5661 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5661 2000 2000] failed
CST 2026-07-17 20:06:47.679  5661  5661 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:47.686  5662  5662 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5662 2000 2000] failed
CST 2026-07-17 20:06:47.686  5662  5662 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5662 2000 2000] failed
CST 2026-07-17 20:06:47.686  5662  5662 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.092  5665  5665 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5665 2000 2000] failed
CST 2026-07-17 20:06:48.092  5665  5665 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5665 2000 2000] failed
CST 2026-07-17 20:06:48.092  5665  5665 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.099  5665  5665 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5665 2000 2000] failed
CST 2026-07-17 20:06:48.099  5665  5665 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5665 2000 2000] failed
CST 2026-07-17 20:06:48.099  5665  5665 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.381  2205  2205 W A01c06/ICON: AppIconWeatherModel --> initWeatherListener, retryTimes: 4
CST 2026-07-17 20:06:48.389   469  1523 E C01707/CONCUR: [Interface] task 1523 apply qos failed, errno = 4
CST 2026-07-17 20:06:48.389   469  1523 E C01611/QosManager: QosManager: Failed to set thread QoS to QOS_USER_INTERACTIVE, ret: -1
CST 2026-07-17 20:06:48.389   728  1154 W C01123/BMSCommon: bundle not exist -n com.huawei.hmsapp.totemweather -u 100 -i 0 -f 32
CST 2026-07-17 20:06:48.389   728  1154 W C01121/BMSQuery: GetBundleInfo failed -n com.huawei.hmsapp.totemweather -u 100
CST 2026-07-17 20:06:48.390   469  1523 E C01651/BundleMgrProxy: GetBundleInfoFromBMS: GetBundleInfo failed!bundleName is com.huawei.hmsapp.totemweather, userId is 100
CST 2026-07-17 20:06:48.390   469  1523 E C01651/DataProviderConfig: GetFromProxyData: Get bundleInfo failed! bundleName:com.huawei.hmsapp.totemweather, userId:100, visitedId:100, uri:******icIconInfo
CST 2026-07-17 20:06:48.390   469  1523 E C01651/DataShareServiceImpl: GetBMSAndMetaDataStatus: CalledInfo failed! token:0x20087fab,ret:1001,uri:******icIconInfo
CST 2026-07-17 20:06:48.390   469  1523 E C01651/DataShareServiceImpl: GetSilentProxyStatus: BMS or metaData not ready to complete, token:0x20087fab, uri:******icIconInfo
CST 2026-07-17 20:06:48.390  2205  2205 E A01c06/ICON: AppIconWeatherModel --> get weather info failed, code: 15700010, message: The DataShareHelper is not initialized successfully.
CST 2026-07-17 20:06:48.421  5668  5668 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5668 2000 2000] failed
CST 2026-07-17 20:06:48.421  5668  5668 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5668 2000 2000] failed
CST 2026-07-17 20:06:48.422  5668  5668 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.429  5670  5670 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5670 2000 2000] failed
CST 2026-07-17 20:06:48.429  5670  5670 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5670 2000 2000] failed
CST 2026-07-17 20:06:48.429  5670  5670 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.429  5671  5671 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5671 2000 2000] failed
CST 2026-07-17 20:06:48.429  5671  5671 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5671 2000 2000] failed
CST 2026-07-17 20:06:48.429  5671  5671 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.429  5672  5672 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5672 2000 2000] failed
CST 2026-07-17 20:06:48.429  5672  5672 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5672 2000 2000] failed
CST 2026-07-17 20:06:48.429  5672  5672 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.437  5673  5673 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5673 2000 2000] failed
CST 2026-07-17 20:06:48.437  5673  5673 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5673 2000 2000] failed
CST 2026-07-17 20:06:48.437  5673  5673 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.438  5674  5674 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5674 2000 2000] failed
CST 2026-07-17 20:06:48.438  5674  5674 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5674 2000 2000] failed
CST 2026-07-17 20:06:48.438  5674  5674 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.640  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:197]CanExit
CST 2026-07-17 20:06:48.640  1694  1805 I C0430a/file_monitor_service: [MainMissionStatus:203]SecondaryScanner idle
CST 2026-07-17 20:06:48.682  5677  5677 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5677 2000 2000] failed
CST 2026-07-17 20:06:48.682  5677  5677 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5677 2000 2000] failed
CST 2026-07-17 20:06:48.683  5677  5677 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.692  5679  5679 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5679 2000 2000] failed
CST 2026-07-17 20:06:48.692  5679  5679 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5679 2000 2000] failed
CST 2026-07-17 20:06:48.692  5679  5679 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.699  5680  5680 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5680 2000 2000] failed
CST 2026-07-17 20:06:48.699  5680  5680 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5680 2000 2000] failed
CST 2026-07-17 20:06:48.699  5680  5680 W C02c02/PARAM: SystemReadParam failed!name is:persist.init.debug.loglevel,err:1002
CST 2026-07-17 20:06:48.892   643   717 I C02986/DisplayPowerBrightness: lux=[0/186726, 0/186871, 0/187017, 0/187162, 0/187308, 0/187454, ], bDelta=5.000000, dDelta=1.000000, size=70
CST 2026-07-17 20:06:49.034   311   388 I C015b5/NetMgrEnhanced: OnDelayedAppBackground unReg AppQoe for cn.alfadb.netbird.e3vpna
CST 2026-07-17 20:06:49.034   311   388 W C015b5/NetMgrEnhanced: Qoe is not supported.
CST 2026-07-17 20:06:49.034   311   388 I C015b5/NetMgrEnhanced: qoeInterface is null
CST 2026-07-17 20:06:49.115  5683  5683 W C02c02/PARAM: Selinux check name persist.init.debug.loglevel in u:object_r:startup_init_param:s0 [5683 2000 2000] failed
